author,affiliation,city,country,count
Bhaskar Ghosh,"Arizona State University at Polytechnic Campus, I3DEA, 878609, 7001 E. Williams Field Rd. Bldg. 140, 85212, Mesa, AZ, USA",Mesa,United States,3
Bhushan Mandhani,"Department of Electrical Engineering, University of Washington, Seattle, WA",Seattle,United States,6
Biao Chen,"Syracuse University, Syracuse, NY",Syracuse,United States,3
Bill Gallagher,"BEA Systems, Liberty Corner, NJ",Bernards,United States,3
Bill Howe,"University of Washington, Seattle, WA, USA",Seattle,United States,4
Bin Cao,"University of Louisville, Louisville, KY",Louisville,United States,2
Bin He,"Department of Curriculum and Instruction, University of Illinois, 383 Education Building, 1310 S. Sixth Street, Champaign, IL 61820, USA",Champaign,United States,3
Bin He,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,5
Bin He,University of Illinois at Urbana-Champaign,Champaign,United States,8
Bin Liu 0002,"HKUST, Clear Water bay, Hong Kong",Tseung Kwan O,Hong Kong,4
Bin Liu 0002,"University of Michigan, Ann Arbor, MI, USA",Ann Arbor,United States,15
Bin Liu 0005,Worcester Polytechnic Institut,Worcester,United States,3
Bin Yao 0002,"Florida State University, Tallahassee, FL, USA",Tallahassee,United States,5
Bingsheng He,"HKUST, Hong Kong, China",Tseung Kwan O,Hong Kong,7
Bingsheng He,"Hong Kong Univ. of Science and Technology, Hong Kong, China",Clear Water Bay,Hong Kong,7
Bingsheng He,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,4
Binling Jin,"University of Aberdeen, United Kingdom",Aberdeen,United Kingdom,5
Biplob K. Debnath,"EMC, Santa Clara, CA, USA",Santa Clara,United States,3
Bishwaranjan Bhattacharjee,"IBM T.J. Watson Research Center, Hawthorne, New York",Hawthorne,United States,5
Biswanath Panda,"Cornell University, Ithaca, NY",Ithaca,United States,9
Bob Thome,"Department of Statistics, Stanford University, Stanford, CA, United States",Stanford,United States,3
Boduo Li,"University of Massachusetts Amherst, Amherst, MA, USA",Amherst,United States,5
Boduo Li,"University of Massachusetts, Amherst, Amherst, MA, USA",Amherst,United States,5
Bogdan Alexe,"UC Santa Cruz, Santa Cruz, CA, USA",Santa Cruz,United States,4
Bogdan Alexe,"University of California, Santa Cruz, Santa Cruz, CA, USA",Santa Cruz,United States,5
Bolin Ding,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",Champaign,United States,4
Bongki Moon,"University of Arizona, Tucson, AZ",Tucson,United States,2
Bongki Moon,"University of Arizona, Tucson, AZ, USA",Tucson,United States,8
Boon Thau Loo,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Boon Thau Loo,Stanford University,Stanford,United States,3
Boon Thau Loo,"The Wharton School, University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,3
Boon Thau Loo,UC Berkeley,Berkeley,United States,9
Boon Thau Loo,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,27
Bradford Pielech,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,9
Bradley Berg,"Brown University, Providence, RI",Providence,United States,13
Bradley Jewell,"University of Texas at Arlington, Arlington, TX, USA",Arlington,United States,5
Brandon Lloyd,University of North Carolina at Chapel Hill,Chapel Hill,United States,5
Brent N. Chun,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Bret Hull,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,10
Brian Babcock,"Department of Statistics, Stanford University, Stanford, CA, United States",Stanford,United States,12
Brian Babcock,Stanford University,Stanford,United States,7
Brian Beckman,Microsoft,Grays,United Kingdom,3
Brian F. Cooper,"Yahoo! Research, Santa Clara, CA, USA",Santa Clara,United States,19
Brian J. Corcoran,"University of Maryland, College Park, MD, USA",College Park,United States,3
Brian Murphy,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,14
Brian Neil Levine,"University of Massachusetts, Amherst, MA",Amherst,United States,3
Brian Vickery,"IBM Silicon Valley Lab, San Jose CA",San Jose,United States,14
Bruce G. Lindsay,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,15
Bruce M. Maggs,Akamai Technologies,Cambridge,United States,6
Bryan Chan,"Stanford University, Stanford, CA, USA",Stanford,United States,6
Bryan Smith,"IBM Corporation, San Jose, CA",San Jose,United States,4
Bugra Gedik,Georgia Institute of Technology,Atlanta,United States,2
Bugra Gedik,"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,5
Byron Choi,"Hong Kong Baptist University, Hong Kong, China",Kowloon Tong,Hong Kong,5
Byron Choi,"Hong Kong Baptist University, Hong Kong, Hong Kong",Kowloon Tong,Hong Kong,5
Byron Choi,"The Wharton School, University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,4
Byron J. Gao,"Texas State University-San Marcos, San Marcos, TX, USA",San Marcos,United States,5
C. Erwin,Brown University,Providence,United States,16
C. Mohan,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,28
C. Mohan,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,1
Calisto Zuzarte,"IBM Canada Ltd., 1150 Eglinton Ave. E., Toronto, Ontario M3C 1H7, Canada",Toronto,Canada,3
Calisto Zuzarte,IBM Toronto,Toronto,Canada,3
Calisto Zuzarte,"IBM Toronto Lab, Markham, ON, Canada",Markham,Canada,9
Calisto Zuzarte,"IBM, Toronto, Canada",Toronto,Canada,3
Calisto Zuzarte,"IBM, Toronto, ON, Canada",Markham,Canada,10
Calton Pu,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Atlanta,United States,4
Calvin Young,"University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Chapel Hill,United States,3
Carl-Christian Kanne,"Management Consult Dr. Eisele and Dr. Noll GmbH D-68165 Mannheim, Germany",Mannheim,Germany,3
Carl-Christian Kanne,"University of Mannheim, Mannheim, Germany",Mannheim,Germany,2
Carl-Christian Kanne,"Universität Mannheim, Mannheim, Germany",Mannheim,Germany,3
Carlo Curino,"MIT, Cambridge, MA, USA",Cambridge,United States,4
Carlo Curino,"Massachusettes Institute of Technology, Cambridge, MA, USA",Cambridge,United States,3
Carlo Curino,"Politecnico di Milano, Milan, Italy",Milan,Italy,4
Carlo Zaniolo,UCLA,Los Angeles,United States,4
Carlo Zaniolo,"UCLA, Los Angeles, CA, USA",Los Angeles,United States,4
Carlo Zaniolo,"University of California at Los Angeles, Los Angeles, CA, USA",Los Angeles,United States,6
Carlos Eduardo Scheidegger,University of Utah,Salt Lake City,United States,6
Carlos Eduardo Scheidegger,"University of Utah, Salt Lake City, UT, USA",Salt Lake City,United States,5
Carlos Garcia-Alvarado,"Department of Biostatistics, The University of Texas, M.D. Anderson Cancer Center, Houston, TX 77030, USA",Houston,United States,3
Carlos Ordonez,"Department of Biostatistics, The University of Texas, M.D. Anderson Cancer Center, Houston, TX 77030, USA",Houston,United States,8
Carlos Ordonez,"Kiyon Company, Executive Square, Suite, La Jolla, CA",San Diego,United States,2
Carlotta Domeniconi,"George Mason University, Fairfax, VA, USA",Fairfax,United States,3
Carsten Binnig,"University of Heidelberg, Germany",Heidelberg,Germany,3
Carter T. Butts,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Catharine M. Wyss,"Department of Computer Science, Indiana University, Bloomington, IN 47405",Bloomington,United States,2
Catharine M. Wyss,"Indiana University, Bloomington, IN",Bloomington,United States,2
Ce Zhang,"Univ. of Wisconsin, Madison",Madison,United States,4
Cecilia M. Procopiuc,"AT&T Labs - Research, Florham Park, NJ, USA",Florham Park,United States,5
Cecilia Magdalena Procopiuc,"AT&T Research Laboratory, Florham Park, NJ",Florham Park,United States,4
Chaitanya Mishra,"University of Toronto, Toronto, Canada",Toronto,Canada,5
Chaitanya Mishra,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,2
Chandima H. Nadungodage,"Indiana University - Purdue University Indianapolis, Indianapolis, IN, USA",Indianapolis,United States,6
Chang Luo,UCLA,Los Angeles,United States,4
Changkyu Kim,"Intel Corporation, Santa Clara, CA, USA",Santa Clara,United States,16
Chao Tian,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Charles D. Cranor,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,9
Charles Huyck,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Charles Loboz,"Microsoft Corporation, Seattle, WA, USA",Seattle,United States,5
Charu C. Aggarwal,"IBM T. J. Watson Research Center, Yorktown Heights, NY",Yorktown Heights,United States,3
Charu C. Aggarwal,"IBM, TJ Watson Research Center, Yorktown Heights, NY, USA",Yorktown Heights,United States,1
Charudatta V. Wad,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,7
Chavdar Botev,Cornell University,Ithaca,United States,7
Chavdar Botev,"Cornell University, Ithaca, New York",Ithaca,United States,7
Chen Li,"Computer Science Department, Stanford University, Stanford, CA",Stanford,United States,3
Chen Li,"University of California, Irvine, CA",Irvine,United States,4
Chen Li,"University of California, Irvine, Irvine, CA, USA",Irvine,United States,6
Chen Li,"University of California, Irvine, Irvine, California, USA",Irvine,United States,4
Cheng Che Chen,"Yahoo!, Bellevue, WA, USA",Bellevue,United States,11
Cheng Sheng,"Chinese University of Hong Kong, Hong Kong, Hong Kong",Ma Liu Shui,Hong Kong,12
Cheng Sheng,"Chinese University of Hong Kong, New Territories, Hong Kong",Ma Liu Shui,Hong Kong,4
Cheng Sheng,"Department of Statistics, The Chinese University of Hong Kong, Hong Kong",Ma Liu Shui,Hong Kong,3
Chengkai Li,"Department of Curriculum and Instruction, University of Illinois, 383 Education Building, 1310 S. Sixth Street, Champaign, IL 61820, USA",Champaign,United States,4
Chengkai Li,University of Illinois at Urbana-Champaign,Champaign,United States,11
Chengkai Li,"University of Illinois at Urbana-Champaign, Urbana, IL",Champaign,United States,8
Chengyu Sun,"University of California, Santa Barbara",Isla Vista,United States,3
Chenjuan Guo,"The University of Manchester, Manchester, United Kingdom",Manchester,United Kingdom,7
Chetan Gupta,"HP Labs, Austin, TX, USA",Austin,United States,4
Chetan Gupta,"Hewlett-Packard Labs, Palo Alto, CA, USA",Palo Alto,United States,7
Chetan Sharma,"USC, Los Angeles, CA, USA",Los Angeles,United States,8
Chi Wang,"University of Illinois Urbana-Champaign, Urbana, IL, USA",Champaign,United States,14
Chi-Yin Chow,"University of Minnesota, Minneapolis, MN, USA",Minneapolis,United States,3
Chitra Venkatramani,"IBM T. J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,7
Chris Bissell,"Department of Electrical Engineering, University of California Los Angeles, Los Angeles, CA",Los Angeles,United States,8
Chris Clifton,"Purdue University, West Lafayette, IN",West Lafayette,United States,3
Chris Jermaine,"University of Florida, Gainesville",Gainesville,United States,5
Chris Jermaine,"University of Florida, Gainesville, FL",Gainesville,United States,5
Chris Jermaine,"University of Florida, Gainesville, FL, USA",Gainesville,United States,7
Chris Mayfield,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,9
Chris Olston,Stanford University,Stanford,United States,10
Chris Wolf,"The MITRE Corporation, McLean, VA, USA",McLean,United States,17
Christian A. Lang,"Department of Computer Science, University of California, Santa Barbara, CA",Santa Barbara,United States,2
Christian A. Lang,IBM T.J. Watson Research Center,Ossining,United States,6
Christian Böhm,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 München, Germany",Munich,Germany,4
Christian Böhm,"University of Munich, Munich, Germany",Munich,Germany,13
Christian Convey,Brown University,Providence,United States,16
Christian Kleinerman,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ont., Canada N2L 3G1",Waterloo,Canada,6
Christian Kleinerman,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,13
Christian Koenig,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,2
Christian Mathis,"Fraunhofer Institute for Experimental Software Engineering, Kaiserslautern, Germany",Kaiserslautern,Germany,3
Christine Robson,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Christof Bornhövd,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,6
Christoph Bussler,"Oracle Corporation, 500 Oracle Parkway, Redwood Shores, CA",Redwood City,United States,1
Christoph Bussler,"Oracle, Redwood Shores",Redwood City,United States,1
Christoph Koch,"Cornell University, Ithaca, NY, USA",Ithaca,United States,5
Christoph Koch,"Cornell University, Ithaca, USA",Ithaca,United States,4
Christoph Koch,"DFKI, Stuhlsatzenhausweg 3, 66123 Saarbrücken, Germany",Saarbrücken,Germany,5
Christoph Koch,"Saarland University, Saarbrücken, Germany",Saarbrücken,Germany,9
Christoph Pinkel,"Saarland University, Saarbrücken, Germany",Saarbrücken,Germany,4
Christopher M. Jermaine,"Rice University, Houston, TX, USA",Houston,United States,8
Christopher M. Jermaine,"University of Florida, Gainesville, FL",Gainesville,United States,4
Christopher M. Jermaine,"University of Florida, Gainesville, FL, USA",Gainesville,United States,6
Christopher Meek,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,4
Christopher N. Bond,"Google Inc., Mountain View, CA",Mountain View,United States,4
Christopher Olston,"Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,6
Christopher Olston,"Yahoo! Research, Santa Clara, CA, USA",Santa Clara,United States,8
Christopher Olston,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,15
Christopher Ré,"Department of Electrical Engineering, University of Washington, Seattle, WA",Seattle,United States,6
Christopher Ré,"University of Washington, Seattle, WA, USA",Seattle,United States,14
Christopher Stoughton,"Department of Information Systems, UMBC, Baltimore, MD 21250, USA",Baltimore,United States,8
Christos Faloutsos,CMU,Pittsburgh,United States,1
Christos Faloutsos,"CMU, Pittsburgh, PA",Pittsburgh,United States,3
Christos Faloutsos,Carnegie Mellon University,Pittsburgh,United States,5
Christos Faloutsos,"Carnegie Mellon University, Pittsburgh",Pittsburgh,United States,4
Christos Faloutsos,"Carnegie Mellon University, Pittsburgh, PA, USA",Pittsburgh,United States,3
Christos Kozyrakis,"Stanford University, Stanford, CA",Stanford,United States,4
Chun Kit Chui,"Department of Statistics and Actuarial Science, The University of Hong Kong, Pokfulam Road, Hong Kong",Pok Fu Lam,Hong Kong,4
Chun Kit Chui,"The University of Hong Kong, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,6
Chun Zhang,"Department of Computer Sciences, University of Wisconsin, Madison",Madison,United States,5
Chun Zhang,"IBM Almaden Research Center, San Jose CA",San Jose,United States,14
Chun Zhang,University of Wisconsin,Green Bay,United States,6
Chun Zhang,"University of Wisconsin, Madison",Madison,United States,4
Chung Wu,Google,Hyderabad,India,3
Chunqiang Tang,"IBM T.J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,3
Cipri Clinciu,"Microsoft, Redmond, WA, USA",Redmond,United States,8
Claudia Niederée,"L3S Research Center, Hannover, Germany",Hanover,Germany,4
Claudia Plant,"Technical University of Munich, Munich, Germany",Munich,Germany,3
Clement T. Yu,"Dept. of CS, U. of Illinois at Chicago, Chicago, IL",Chicago,United States,4
Clement T. Yu,University of Illinois at Chicago,Chicago,United States,8
Clement T. Yu,"Webscalers, LLC, Lafayette, LA",Lafayette,United States,9
Clement T. Yu,"Webscalers, LLC, Lafayette, LA and University of Louisiana at Lafayette, Lafayette, LA",Lafayette,United States,7
Cláudio T. Silva,University of Utah,Salt Lake City,United States,6
Cláudio T. Silva,"University of Utah, Salt Lake City, UT, USA",Salt Lake City,United States,5
Colin Evans,"Metaweb Technologies, San Francisco, CA, USA",San Francisco,United States,5
